date,actual,gru_baseline_42,lstm_baseline_42,tcn_baseline_42,transformer_baseline_42,gru_baseline_73,lstm_baseline_73,tcn_baseline_73,transformer_baseline_73,gru_baseline_1234,lstm_baseline_1234,tcn_baseline_1234,transformer_baseline_1234,gru_baseline_31415,lstm_baseline_31415,tcn_baseline_31415,transformer_baseline_31415,gru_baseline_271828183,lstm_baseline_271828183,tcn_baseline_271828183,transformer_baseline_271828183,gru_rs_42,lstm_rs_42,tcn_rs_42,transformer_rs_42,gru_rs_73,lstm_rs_73,tcn_rs_73,transformer_rs_73,gru_rs_1234,lstm_rs_1234,tcn_rs_1234,transformer_rs_1234,gru_rs_31415,lstm_rs_31415,tcn_rs_31415,transformer_rs_31415,gru_rs_271828183,lstm_rs_271828183,tcn_rs_271828183,transformer_rs_271828183,gru_optuna_42,lstm_optuna_42,tcn_optuna_42,transformer_optuna_42,gru_optuna_73,lstm_optuna_73,tcn_optuna_73,transformer_optuna_73,gru_optuna_1234,lstm_optuna_1234,tcn_optuna_1234,transformer_optuna_1234,gru_optuna_31415,lstm_optuna_31415,tcn_optuna_31415,transformer_optuna_31415,gru_optuna_271828183,lstm_optuna_271828183,tcn_optuna_271828183,transformer_optuna_271828183
10/18/2023,6927.905762,6813.479,6518.544,6884.56,6630.3555,6865.6587,6691.386,6874.3154,6776.2256,6837.359,6841.289,6880.992,6802.6206,6852.087,6639.5195,6613.519,6688.3735,6718.5024,6772.965,6932.2793,6804.5186,6838.5635,6885.779,6505.3027,6816.9717,6892.8896,6891.521,6910.557,6661.2886,6881.7466,6536.0815,6885.216,6760.6904,6881.606,6923.361,6810.7866,6755.698,6864.1157,6865.469,6942.4175,6857.9233,6893.7485,6868.2915,6880.3813,6810.8765,6862.276,6809.2905,6933.9453,6663.0073,6916.021,6886.942,6924.816,6692.786,6936.042,6852.0176,6942.262,6628.8696,6947.0063,6886.804,6957.3594,6903.684
10/19/2023,6846.426758,6810.2085,6516.1367,6864.5015,6618.347,6850.536,6691.269,6855.0874,6770.137,6837.2363,6841.0664,6856.643,6797.827,6843.8193,6635.945,6620.6196,6681.1216,6709.1196,6776.0156,6921.8203,6796.358,6813.4756,6885.7563,6488.8887,6814.9385,6885.494,6892.2573,6894.9624,6653.759,6878.303,6532.768,6867.994,6753.912,6862.6006,6920.095,6794.8364,6756.039,6851.474,6867.6113,6924.211,6846.729,6871.013,6862.129,6862.9297,6809.8936,6845.9946,6806.135,6920.8936,6648.5234,6895.739,6885.508,6907.7485,6681.6006,6915.4062,6849.4814,6924.297,6621.803,6945.3604,6889.168,6942.5107,6892.1914
10/20/2023,6849.167969,6761.069,6499.259,6795.6514,6579.153,6790.8203,6678.5645,6784.315,6725.463,6796.006,6803.927,6786.9272,6754.5522,6796.4165,6618.6167,6586.883,6639.126,6689.1416,6761.717,6843.022,6737.5264,6755.963,6833.9517,6434.9956,6756.365,6842.984,6875.4307,6820.2983,6596.758,6850.076,6512.846,6792.02,6699.053,6805.77,6872.0576,6722.029,6707.081,6791.648,6834.6455,6851.9185,6792.3774,6829.267,6807.4966,6788.731,6760.7944,6798.1206,6776.518,6845.756,6602.871,6840.8423,6842.9883,6828.483,6621.57,6868.852,6790.122,6847.6055,6559.817,6901.6514,6838.7217,6863.265,6840.634
10/21/2023,6849.167969,6744.1875,6481.269,6789.5903,6578.0146,6774.87,6663.7144,6780.1494,6722.9365,6769.843,6784.9136,6785.187,6754.3047,6770.826,6600.6396,6556.37,6629.278,6670.326,6751.5654,6832.8496,6728.176,6756.997,6804.882,6420.6226,6752.5,6810.1074,6857.3813,6820.418,6596.4277,6820.8667,6491.6646,6790.8867,6701.672,6796.099,6849.6665,6720.037,6697.7866,6776.872,6814.999,6851.372,6784.7344,6824.4956,6779.451,6787.561,6752.136,6788.6465,6748.8696,6848.783,6578.1494,6839.0366,6817.82,6826.3623,6610.2944,6857.9927,6772.0225,6848.9634,6533.936,6874.191,6813.321,6863.327,6824.5933
10/22/2023,6849.167969,6744.302,6470.4985,6791.2656,6577.3057,6783.9355,6651.8735,6782.1133,6723.2773,6763.036,6777.0376,6787.7363,6753.804,6770.021,6590.5015,6549.37,6628.7627,6657.9907,6743.767,6835.8867,6727.663,6765.8286,6801.2153,6416.3965,6755.031,6802.6562,6845.7124,6820.4604,6593.0903,6805.4863,6477.5684,6791.9136,6701.6113,6807.4326,6850.471,6720.664,6697.655,6783.5464,6807.8545,6852.6714,6778.8066,6824.6772,6784.1753,6787.6616,6747.252,6789.4756,6735.8784,6848.773,6572.834,6849.6616,6817.376,6825.642,6609.954,6863.8394,6771.7266,6847.6016,6519.4326,6868.732,6811.5576,6863.3564,6822.746
10/23/2023,6741.963867,6747.4517,6462.2935,6793.737,6576.323,6788.65,6644.53,6781.429,6722.3965,6763.247,6777.107,6786.965,6751.983,6774.1777,6585.7847,6541.2188,6628.0913,6651.3726,6740.47,6837.1313,6726.9546,6764.522,6805.9688,6419.1694,6755.525,6806.9854,6839.927,6820.54,6590.1597,6800.57,6470.8184,6791.6934,6701.2915,6807.076,6856.748,6720.8423,6698.1636,6786.7354,6807.063,6851.919,6775.616,6824.3687,6791.873,6787.577,6744.83,6786.2915,6732.2603,6848.8594,6568.988,6850.1206,6825.709,6825.226,6610.5747,6864.955,6772.9556,6845.8965,6512.2856,6870.2397,6816.439,6862.767,6820.6484
10/24/2023,6806.762207,6691.3657,6447.064,6698.4414,6534.192,6717.543,6628.2554,6692.6523,6656.8643,6714.615,6732.3374,6692.4473,6692.7227,6727.9346,6572.5317,6514.283,6575.315,6634.9707,6722.075,6732.016,6660.0635,6680.877,6750.182,6380.47,6689.743,6775.0254,6822.4736,6722.0522,6515.02,6778.253,6451.5107,6696.8315,6617.8643,6728.9883,6804.497,6628.085,6631.356,6709.218,6764.557,6754.271,6697.7505,6753.352,6737.521,6692.1626,6677.874,6717.2583,6711.034,6747.7026,6526.946,6774.4077,6786.7646,6722.029,6541.7534,6801.7974,6694.888,6747.087,6456.8115,6830.7466,6755.8706,6762.5527,6753.8403
10/25/2023,6834.388184,6709.7964,6443.71,6753.009,6553.9736,6747.272,6612.9556,6750.999,6701.222,6727.6455,6735.014,6749.0034,6731.7217,6738.793,6563.7524,6518.661,6610.2954,6624.602,6720.63,6795.319,6709.9224,6737.4863,6760.2646,6405.983,6737.122,6770.71,6816.883,6781.5757,6566.273,6775.0386,6451.1665,6757.0864,6672.155,6767.221,6813.959,6683.519,6663.289,6746.3857,6771.197,6808.3467,6732.334,6801.01,6744.024,6751.636,6706.7705,6754.8193,6707.429,6809.9355,6553.0776,6819.5537,6791.781,6784.9644,6576.5635,6828.9883,6732.006,6809.2954,6467.9775,6836.4116,6775.3,6826.0864,6783.972
10/26/2023,6714.519043,6730.3315,6442.2393,6773.9844,6563.387,6769.8237,6610.907,6769.4995,6713.3013,6744.8696,6756.951,6768.0093,6743.1016,6755.6963,6557.5703,6523.72,6615.579,6618.8916,6727.4497,6825.889,6719.731,6751.927,6784.73,6406.458,6755.474,6787.079,6821.7744,6807.928,6577.684,6782.6367,6457.9746,6782.4507,6684.9033,6792.6587,6840.413,6704.584,6688.4644,6769.4414,6788.6987,6829.025,6747.927,6794.93,6770.784,6776.002,6720.1597,6761.5815,6710.408,6835.4565,6554.174,6835.681,6811.0806,6810.4043,6596.4146,6841.603,6759.3315,6834.2725,6478.1416,6851.4697,6803.757,6848.6147,6795.1694
10/27/2023,6758.792969,6670.626,6426.6367,6671.273,6508.7275,6692.375,6590.061,6663.998,6646.204,6701.184,6711.6484,6663.041,6691.234,6710.181,6541.9155,6496.2974,6566.1963,6604.522,6709.5503,6714.593,6629.7456,6656.4004,6730.2295,6362.5244,6676.7046,6747.489,6804.6157,6697.2095,6488.6206,6759.0347,6441.2617,6670.4097,6607.0225,6701.809,6783.9927,6601.848,6607.5513,6683.334,6746.8833,6715.293,6666.763,6725.0894,6713.396,6666.7637,6663.8115,6685.736,6686.7847,6720.2417,6508.5337,6743.053,6766.679,6694.954,6525.3315,6767.7026,6678.0024,6718.0127,6428.5137,6802.5854,6739.1914,6728.6357,6730.1484
10/28/2023,6758.792969,6670.5728,6414.629,6695.7715,6520.865,6693.265,6572.5903,6691.2476,6665.144,6689.259,6704.1216,6686.1104,6708.987,6699.7456,6532.8667,6489.7246,6571.9756,6588.954,6704.4067,6740.0303,6649.997,6680.9644,6718.279,6365.51,6690.589,6729.6143,6793.984,6729.2603,6521.6313,6743.361,6427.8574,6703.5317,6622.4556,6713.3394,6773.65,6630.274,6616.277,6682.405,6736.042,6752.0415,6685.3335,6738.612,6698.0737,6695.8887,6676.5522,6691.9214,6670.9946,6758.6753,6499.3735,6757.1997,6755.2324,6730.2827,6531.369,6770.71,6681.7217,6753.158,6421.047,6788.68,6724.06,6770.383,6731.921
10/29/2023,6758.792969,6673.9854,6404.6064,6697.595,6519.576,6705.586,6562.685,6692.3154,6665.2656,6686.8477,6701.0864,6688.749,6708.761,6699.825,6529.5566,6501.175,6571.0166,6582.126,6700.6636,6744.395,6650.554,6687.82,6719.006,6361.3276,6692.9053,6726.909,6786.1885,6729.1133,6522.528,6735.8755,6419.7397,6703.4,6621.836,6724.911,6775.52,6629.396,6618.425,6695.5933,6731.386,6751.904,6686.677,6737.9424,6701.8423,6695.9907,6674.5083,6700.815,6662.125,6758.565,6492.7085,6767.1387,6755.5864,6731.172,6532.0273,6784.519,6689.044,6753.309,6417.581,6785.8677,6727.985,6771.1533,6728.4326
10/30/2023,6735.89209,6677.1724,6397.311,6699.649,6519.8164,6709.087,6557.338,6695.6553,6666.195,6687.1943,6700.627,6688.611,6707.344,6701.719,6528.044,6489.162,6570.3364,6579.0684,6699.373,6745.8076,6651.473,6687.3535,6721.927,6359.8022,6694.365,6731.1484,6781.3716,6729.346,6524.276,6733.4634,6416.4653,6703.488,6620.451,6723.4536,6779.6816,6628.852,6619.7095,6699.7744,6731.191,6750.7485,6688.2036,6742.9746,6707.794,6696.342,6674.712,6700.92,6657.901,6758.7144,6488.3164,6769.544,6760.311,6731.551,6532.6245,6786.742,6690.424,6750.913,6420.4644,6786.7163,6733.1235,6771.5522,6725.28
10/31/2023,6752.210938,6673.4336,6394.539,6685.375,6519.696,6708.5283,6552.668,6682.791,6657.8574,6682.353,6693.4775,6677.1187,6697.86,6703.712,6531.246,6462.365,6577.347,6580.0024,6695.1943,6727.8843,6641.733,6684.5244,6718.2256,6362.433,6681.1064,6735.5654,6777.969,6714.56,6516.594,6732.1924,6417.272,6689.1523,6612.6465,6720.228,6775.8716,6615.8853,6613.703,6698.0967,6726.515,6734.5063,6682.808,6741.9126,6705.343,6683.7344,6661.8745,6701.5825,6657.781,6739.1333,6487.866,6766.497,6761.3687,6715.891,6531.5464,6789.5146,6679.5527,6734.548,6414.402,6784.459,6728.23,6750.5713,6716.8145
11/1/2023,6642.417969,6671.9,6387.5015,6697.188,6512.199,6704.858,6545.5527,6693.1562,6665.022,6685.7354,6692.67,6688.75,6703.242,6699.2163,6523.5474,6454.879,6582.1704,6569.9404,6693.8,6747.613,6641.61,6679.8594,6715.9937,6357.391,6682.9434,6732.6523,6774.2593,6727.95,6523.807,6731.828,6416.8965,6701.9355,6613.1655,6718.4956,6773.1665,6624.0264,6627.6353,6700.018,6728.5234,6749.7437,6689.4717,6741.4204,6699.1113,6695.3784,6666.3003,6698.2563,6651.111,6755.3647,6476.5337,6764.93,6757.696,6732.279,6532.668,6780.2544,6682.0337,6750.3076,6415.0103,6784.815,6730.9253,6766.8555,6712.468
11/2/2023,6751.38623,6610.5737,6380.0806,6595.102,6442.867,6625.663,6524.452,6597.561,6585.6484,6648.2065,6637.294,6586.086,6641.5645,6651.0957,6499.545,6457.9434,6528.0986,6542.8574,6667.6973,6639.4204,6559.5073,6585.766,6653.4214,6324.813,6597.813,6692.409,6756.7563,6625.488,6423.0117,6713.11,6390.4355,6599.405,6515.503,6628.1777,6707.367,6522.0635,6560.9595,6609.7656,6678.811,6644.6963,6600.7334,6643.533,6644.3003,6590.6504,6610.2314,6607.208,6623.443,6648.204,6447.614,6672.987,6705.561,6624.227,6458.143,6691.1587,6593.8633,6645.397,6361.453,6742.574,6655.78,6661.368,6645.879
11/3/2023,6788.850098,6655.7646,6390.8623,6701.783,6503.436,6693.4766,6529.911,6699.4277,6652.2373,6678.5728,6668.585,6697.159,6692.1113,6687.7437,6503.907,6476.9604,6586.6055,6549.917,6671.2773,6744.5767,6646.2754,6691.26,6700.0303,6382.8926,6666.3203,6714.1304,6765.3164,6731.381,6511.611,6721.6,6396.82,6706.19,6594.847,6712.736,6752.5117,6625.1416,6600.342,6683.6953,6707.4985,6755.471,6667.944,6742.4834,6693.1816,6698.33,6657.0386,6693.9624,6638.697,6754.832,6500.8096,6761.5474,6733.846,6734.982,6514.255,6774.5117,6670.3184,6754.824,6398.6953,6770.344,6704.6826,6770.5776,6709.518
11/4/2023,6788.850098,6697.3647,6400.226,6733.6587,6537.5796,6740.859,6545.33,6727.0493,6681.7603,6704.202,6706.2207,6729.046,6713.3438,6724.886,6520.6387,6479.466,6613.53,6572.5566,6684.433,6781.826,6687.645,6710.9307,6746.9805,6395.4214,6701.285,6753.6943,6783.6436,6764.8276,6552.445,6740.0054,6410.081,6743.042,6631.84,6751.699,6799.416,6662.367,6637.092,6735.1997,6742.27,6789.6787,6703.3438,6760.365,6739.6807,6733.726,6674.5723,6725.7725,6668.2285,6789.637,6525.819,6796.471,6777.5845,6772.192,6552.366,6818.5293,6717.572,6784.3667,6443.248,6810.118,6752.5444,6808.602,6746.777
11/5/2023,6788.850098,6707.2344,6407.184,6735.1753,6536.856,6740.279,6561.7183,6732.587,6680.3457,6713.5605,6719.988,6732.6187,6711.427,6734.9507,6530.5015,6487.248,6613.7163,6586.5796,6695.543,6781.996,6687.01,6707.773,6758.569,6398.9473,6705.292,6771.0913,6797.433,6765.0015,6553.9663,6752.6577,6420.793,6741.1025,6632.3267,6750.5703,6812.716,6662.6147,6637.3228,6736.454,6757.4653,6786.409,6713.71,6773.234,6744.448,6733.9595,6681.4497,6730.751,6684.1987,6789.614,6528.269,6787.17,6794.165,6772.838,6566.644,6809.4604,6721.0396,6786.398,6461.628,6823.321,6765.508,6808.7905,6758.4575
11/6/2023,6878.835938,6707.9277,6413.208,6733.7593,6535.6567,6735.212,6571.9004,6729.6694,6679.7817,6716.5483,6722.426,6730.1597,6710.5444,6735.11,6535.358,6460,6613.9146,6594.479,6701.34,6780.5996,6684.6895,6705.647,6757.545,6397.2275,6705.3003,6773.302,6805.7075,6764.9404,6556.1157,6758.6177,6425.8237,6740.033,6631.4985,6745.2847,6811.305,6662.7656,6631.8887,6729.78,6761.09,6785.2827,6719.4204,6763.085,6738.997,6733.892,6684.989,6728.834,6690.7886,6789.517,6528.847,6785.2417,6795.146,6773.4365,6571.4893,6802.3384,6719.754,6786.519,6471.3994,6823.5127,6765.1167,6808.501,6764.6353
11/7/2023,6843.790039,6761.6353,6430.2744,6803.2715,6577.798,6792.3853,6585.829,6802.91,6740.6304,6761.8945,6752.658,6805.3037,6770.2075,6773.8213,6547.5093,6503.076,6654.5317,6604.2246,6721.97,6861.0625,6756.259,6762.8096,6803.016,6451.7314,6765.0024,6804.093,6825.317,6842.6733,6626.615,6785.4575,6442.23,6819.8564,6698.1997,6805.0703,6850.902,6736.5977,6692.2485,6789.4053,6795.3086,6859.1733,6760.155,6812.5117,6786.539,6809.406,6737.6006,6782.2827,6717.2397,6871.782,6570.0176,6848.5586,6833.843,6857.166,6620.3755,6846.441,6786.1245,6863.832,6527.483,6864.8438,6816.152,6894.4287,6815.4185
11/8/2023,6804.105957,6754.5234,6432.429,6776.566,6554.34,6782.101,6604.322,6778.3687,6713.326,6764.896,6760.9175,6780.001,6744.564,6770.9585,6551.8184,6499.1187,6637.994,6620.017,6729.5244,6834.1367,6724.51,6748.1646,6799.7314,6420.592,6745.1973,6810.9976,6833.8457,6812.909,6601.1694,6796.579,6449.7007,6788.129,6670.7993,6790.001,6850.884,6709.1914,6688.823,6780.897,6798.659,6829.036,6745.995,6801.2915,6779.969,6781.0166,6721.6157,6778.19,6720.7275,6840.7334,6547.761,6825.6562,6832.5728,6825.591,6615.1724,6844.8984,6775.2104,6835.405,6517.7915,6864.6953,6815.245,6861.8604,6804.729
11/9/2023,6838.23291,6731.6353,6434.5283,6744.025,6536.047,6753.836,6606.037,6746.0176,6693.077,6750.1035,6741.4917,6749.582,6725.083,6752.801,6548.4985,6481.9624,6623.042,6625.7705,6724.1807,6792.031,6698.6533,6715.2886,6777.42,6418.744,6720.12,6795.496,6831.174,6776.9946,6575.102,6792.178,6448.2417,6750.6045,6645.887,6758.2734,6826.127,6676.0605,6666.3794,6745.074,6782.66,6791.1294,6733.9434,6780.4556,6757.575,6745.554,6704.7603,6751.4917,6713.9893,6803.1855,6540.1,6799.556,6811.07,6788.1836,6598.516,6818.4604,6744.4033,6798.872,6507.3774,6845.454,6785.536,6823.682,6788.3643
11/10/2023,6809.263184,6737.6577,6440.7686,6768.6143,6539.699,6764.8467,6607.368,6775.316,6705.4385,6756.9995,6742.1025,6776.7344,6738.735,6756.371,6541.4844,6496.154,6626.517,6621.8745,6723.07,6823.5454,6717.9644,6732.6396,6782.7563,6425.874,6740.996,6794.5786,6832.257,6807.4966,6591.317,6795.3335,6450.6343,6781.6226,6661.2524,6773.345,6831.117,6702.5034,6690.204,6754.9478,6786.1445,6821.037,6751.938,6787.5415,6767.503,6774.7344,6721.636,6762.441,6711.985,6835.0166,6550.217,6818.3394,6810.229,6823.124,6609.3906,6823.8896,6760.0635,6832.979,6523.2896,6851.3223,6791.8354,6856.6465,6801.6675
11/11/2023,6809.263184,6721.9106,6434.617,6750.8906,6521.5234,6746.3135,6604.098,6747.904,6679.337,6749.425,6729.0977,6752.445,6718.7334,6737.0576,6533.631,6526.009,6610.6157,6629.1567,6712.987,6807.5547,6689.2607,6712.1763,6768.8345,6403.5044,6719.018,6779.624,6824.0503,6780.5254,6569.235,6787.301,6439.69,6752.729,6639.67,6752.914,6816.287,6679.42,6673.9106,6743.6567,6775.156,6795.9487,6731.185,6778.268,6749.247,6747.514,6703.706,6750.276,6701.1904,6809.124,6527.3037,6803.7666,6794.289,6791.3203,6587.769,6822.4526,6740.2144,6805.7393,6508.0303,6840.0737,6777.981,6830.2744,6778.412
11/12/2023,6809.263184,6718.3696,6432.1846,6748.9463,6518.804,6746.071,6599.428,6751.053,6678.8594,6744.609,6720.621,6749.4106,6717.1665,6731.4155,6524.5015,6502.176,6609.7656,6625.9497,6704.183,6804.315,6687.2344,6712.907,6766.5474,6406.7886,6717.079,6771.003,6818.917,6780.627,6571.154,6779.485,6431.255,6753.619,6638.734,6754.081,6814.8374,6680.063,6671.394,6737.919,6771.836,6798.375,6726.894,6778.6133,6749.608,6747.6123,6702.098,6747.4272,6694.6274,6809.196,6525.508,6803.501,6790.9727,6791.8613,6587.891,6815.761,6738.7197,6807.0254,6502.9043,6835.6333,6773.9517,6829.814,6777.496
11/13/2023,6838.312012,6718.296,6430.722,6747.64,6518.1367,6748.136,6596.4673,6749.513,6679.634,6742.8096,6718.195,6746.747,6716.56,6730.7974,6518.26,6493.375,6608.91,6621.632,6697.8853,6799.908,6687.0703,6712.3213,6768.216,6403.582,6716.705,6769.2026,6816.1313,6780.5933,6575.805,6774.473,6426.732,6753.4395,6637.794,6754.4824,6816.5156,6680.29,6672.027,6736.952,6771.3228,6800.811,6723.5874,6775.068,6752.158,6747.531,6700.6436,6746.6807,6692.0557,6808.9478,6524.2393,6803.7876,6792.543,6792.1094,6588.048,6814.986,6739.355,6809.061,6496.423,6835.602,6773.8027,6829.6953,6776.9683
11/14/2023,6862.055176,6737.1533,6436.7427,6779.586,6534.822,6773.468,6602.627,6778.25,6696.52,6753.455,6733.319,6778.7207,6726.564,6751.082,6521.684,6498.85,6621.7007,6621.9443,6700.8145,6831.158,6711.3213,6742.5005,6789.984,6418.146,6733.872,6789.088,6823.869,6809.943,6602.582,6781.379,6432.1997,6783.7393,6655.101,6783.8486,6840.3916,6708.8574,6686.4443,6761.4595,6785.905,6833.659,6742.7026,6803.3467,6776.134,6777.3994,6713.793,6769.4966,6703.226,6836.951,6537.4785,6829.537,6813.2705,6823.1113,6603.9395,6841.0337,6760.2827,6837.893,6503.397,6852.4756,6793.6284,6857.7695,6794.828
11/15/2023,6958.205078,6758.284,6437.348,6812.3105,6560.786,6800.06,6618.4106,6806.368,6706.332,6765.66,6753.5728,6805.379,6729.353,6775.27,6539.8345,6498.7666,6626.441,6644.847,6709.618,6851.277,6721.3467,6762.799,6811.15,6438.409,6732.0938,6818.2295,6836.8833,6836.692,6618.911,6794.859,6434.6665,6809.367,6670.1304,6811.0337,6865.6855,6736.3516,6691.795,6792.4917,6801.9136,6869.7803,6759.861,6836.0864,6793.4487,6803.8433,6714.1646,6795.0884,6719.48,6863.1743,6531.7583,6860.469,6837.1816,6845.922,6614.185,6886.2983,6772.409,6865.674,6507.6987,6874.766,6809.618,6884.434,6812.672
11/16/2023,6958.007813,6826.4673,6458.513,6888.997,6613.3135,6870.1396,6645.596,6891.583,6765.175,6819.107,6797.748,6889.2593,6786.613,6830.3926,6566.4653,6555.014,6667.545,6665.284,6737.709,6944.516,6794.698,6832.049,6874.952,6508.3447,6813.109,6874.4517,6870.488,6923.039,6692.517,6834.6694,6459.718,6901.683,6741.316,6877.6357,6926.994,6821.2866,6754.611,6863.829,6850.3228,6947.9316,6814.586,6893.322,6863.1455,6890.002,6770.4565,6857.0347,6768.9956,6951.111,6592.9106,6924.219,6900.847,6935.9526,6669.4595,6931.3296,6843.3013,6952.2236,6571.252,6938.6943,6878.167,6977.7783,6866.888
11/17/2023,6977.667969,6841.73,6464.33,6885.913,6607.4805,6870.579,6672.552,6886.3384,6760.4565,6843.6924,6820.8438,6879.3047,6780.1367,6843.3647,6582.3633,6554.096,6662.917,6687.603,6757.2427,6947.373,6789.2236,6823.3276,6897.6924,6492.8296,6810.176,6894.034,6893.7817,6920.1475,6676.3438,6858.104,6469.8296,6895.0693,6740.768,6872.1997,6946.5493,6818.6646,6774.4424,6870.2896,6873.197,6947.6855,6818.4946,6883.952,6869.8745,6885.6904,6776.5786,6858.9707,6794.613,6951.226,6582.8286,6914.9717,6923.3774,6933.968,6677.9727,6931.6084,6860.6826,6949.032,6583.892,6957.411,6905.5513,6976.856,6872.99
11/18/2023,6977.667969,6857.201,6472.8413,6909.5938,6619.145,6893.038,6693.389,6912.8364,6774.523,6862.6704,6832.2817,6911.674,6794.108,6861.913,6591.995,6557.7144,6671.0664,6699.567,6769.8433,6955.863,6799.4927,6843.3677,6908.9326,6517.7344,6818.9937,6913.5737,6913.801,6942.7676,6679.9194,6881.018,6481.99,6917.533,6755.308,6898.6274,6960.593,6836.9272,6785.6787,6888.982,6890.9053,6971.6455,6833.1973,6915.607,6887.131,6908.5947,6786.947,6888.7427,6811.737,6972.8286,6595.2666,6945.5923,6937.864,6958.1865,6695.647,6956.9185,6878.139,6974.4224,6603.2646,6975.6436,6920.605,6998.7183,6895.646
11/19/2023,6977.667969,6861.8887,6481.442,6904.758,6618.2964,6897.846,6708.0415,6914.2314,6773.9717,6870.8013,6841.1104,6912.922,6794.9663,6868.9966,6597.553,6542.4,6669.2046,6708.6577,6778.721,6958.2544,6798.997,6843.417,6913.7476,6519.525,6819.906,6923.7812,6929.004,6942.997,6675.2925,6896.23,6489.961,6918.204,6755.6177,6893.583,6964.573,6835.024,6781.046,6890.802,6900.197,6970.3667,6840.5225,6912.2617,6893.425,6908.626,6790.2095,6889.1875,6824.7104,6972.8657,6597.183,6942.507,6942.0728,6959.368,6701.964,6959.5664,6882.2705,6976,6615.3696,6984.6772,6925.499,6997.8667,6899.6533
11/20/2023,6994.888184,6863.877,6488.604,6910.7935,6620.098,6899.025,6718.8506,6916.6133,6774.5684,6874.6206,6844.618,6917.551,6795.115,6871.3364,6601.1626,6572.24,6668.4707,6716.518,6784.6494,6963.8857,6805.2964,6845.793,6913.4062,6518.67,6822.6367,6927.1606,6939.9863,6943.412,6674.1406,6905.894,6496.6724,6918.7524,6756.3364,6896.5728,6963.574,6835.77,6779.1025,6891.395,6904.18,6969.4243,6848.072,6920.6865,6894.443,6909.129,6791.9287,6893.479,6832.975,6973.171,6598.902,6942.797,6940.8853,6959.0337,6705.6855,6960.387,6882.5635,6976.522,6625.84,6989.0933,6924.0986,6998.5635,6902.099
11/21/2023,6961.790039,6881.005,6497.5586,6932.4907,6640.178,6916.782,6734.2456,6934.05,6787.921,6885.5425,6856.505,6938.5425,6809.189,6884.478,6615.01,6568.047,6680.5815,6731.2705,6796.519,6981.252,6814.5615,6868.936,6927.3643,6534.967,6837.829,6938.7144,6952.9497,6959.8833,6698.036,6917.053,6503.173,6938.0327,6775.412,6916.6064,6976.1543,6855.864,6791.4844,6911.568,6914.064,6987.5303,6864.609,6945.0073,6907.042,6927.9546,6799.757,6915.5654,6846.693,6989.6963,6599.97,6964.99,6952.4517,6975.584,6716.349,6987.2,6896.807,6991.611,6640.9263,7002.0063,6937.114,7016.158,6907.254
11/22/2023,6906.953125,6869.808,6502.426,6900.6504,6627.1406,6896.1934,6737.698,6904.614,6772.06,6881.882,6848.471,6903.4126,6800.558,6875.923,6619.1836,6574.356,6673.308,6732.8203,6798.8755,6955.482,6798.414,6838.0747,6918.58,6526.961,6814.5405,6928.587,6956.117,6928.3154,6674.8354,6916.214,6499.767,6904.22,6757.3735,6890.742,6961.2036,6825.8896,6782.289,6888.227,6906.8354,6957.2964,6850.7944,6913.561,6893.967,6895.8413,6788.348,6888.7876,6844.8926,6956.926,6588.2314,6933.8516,6942.1514,6942.009,6708.053,6958.906,6880.3667,6958.59,6638.1885,6991.564,6922.7153,6982.523,6891.8247
11/23/2023,7004.344238,6833.2334,6501.2363,6854.5493,6593.7515,6850.5303,6734.268,6858.1055,6723.7935,6854.0063,6820.996,6859.1562,6761.027,6841.5293,6615.5215,6579.165,6640.7246,6728.6045,6786.6357,6902.1987,6761.146,6800.943,6878.69,6498.0757,6775.2983,6902.642,6947.78,6879.518,6631.171,6900.85,6486.6377,6856.4185,6707.363,6846.6177,6921.9956,6779.1294,6747.1543,6839.508,6879.8833,6907.561,6813.042,6880.731,6855.039,6846.698,6758.2944,6853.191,6826.5435,6905.183,6557.3447,6887.624,6907.815,6886.8145,6667.7905,6919.415,6826.698,6910.4707,6613.954,6959.3247,6877.2617,6929.8857,6849.6997
11/24/2023,7009.630859,6870.3354,6503.7207,6943.6045,6642.2153,6902.4194,6738.1914,6940.847,6777.845,6873.502,6847.4155,6948.0093,6805.42,6867.0366,6621.611,6591.769,6675.0225,6735.826,6793.0786,6984.4097,6807.4204,6876.981,6912.981,6530.681,6833.921,6918.0356,6953.9404,6969.396,6702.246,6904.75,6489.6304,6946.3257,6774.474,6914.078,6958.3525,6864.264,6784.3735,6899.702,6900.605,6999.4507,6859.6562,6942.1396,6886.8696,6936.101,6794.913,6914.245,6833.3955,6998.707,6574.3403,6964.0723,6931.6616,6980.0967,6699.621,6984.2324,6883.9106,7004.3413,6642.8027,6982.2383,6916.577,7024.2896,6887.0576
